speciesType	tissueType	cellName	geneSymbol	ensemblID
Homo_sapiens	breast(UBERON_0000310)	Luminal progenitor(None)	CD24,ITGA6,EPCAM,KIT,CD44	ENSG00000272398,ENSG00000091409,ENSG00000119888,ENSG00000157404,ENSG00000026508
Homo_sapiens	breast(UBERON_0000310)	Mesenchymal stem cell(CL_0000134)	ENG,NT5E,THY1	ENSG00000106991,ENSG00000135318,ENSG00000154096
Homo_sapiens	breast(UBERON_0000310)	Myoepithelial cell(CL_0000185)	SMN1,MME,CD44,ITGB1,KRT14,CDH3,LGALS7,TP63	ENSG00000172062,ENSG00000196549,ENSG00000026508,ENSG00000150093,ENSG00000186847,ENSG00000062038,ENSG00000205076,ENSG00000073282
Homo_sapiens	breast(UBERON_0000310)	Natural killer cell(CL_0000623)	NCAM1	ENSG00000149294
Homo_sapiens	breast(UBERON_0000310)	Progenitor cell(None)	CD24,ITGA6,ITGB1,EPCAM,TP63,CD44	ENSG00000272398,ENSG00000091409,ENSG00000150093,ENSG00000119888,ENSG00000073282,ENSG00000026508
Homo_sapiens	cartilage tissue(UBERON_0002418)	Cartilage progenitor cell(CL_0000138)	COL2A1,MCAM	ENSG00000139219,ENSG00000076706
Homo_sapiens	cartilage tissue(UBERON_0002418)	Chondrocyte(CL_0000138)	COL2A1,COMP,SOX9,ACAN	ENSG00000139219,ENSG00000105664,ENSG00000125398,ENSG00000157766
Homo_sapiens	cartilage tissue(UBERON_0002418)	Mesenchymal progenitor cell(CL_0000134)	CD9,MCAM,THY1,ALCAM,ICAM1,CD44	ENSG00000010278,ENSG00000076706,ENSG00000154096,ENSG00000170017,ENSG00000090339,ENSG00000026508
Homo_sapiens	cartilage tissue(UBERON_0002418)	Mesenchymal stem cell(CL_0000134)	PTPRC,ANPEP,THY1,ALCAM,TFRC,PECAM1,MCAM,MME,ITGAV,CD19,ERBB2,ITGA4,TNFRSF1A,NGFR,NT5E,VCAM1,CASP3,ENG,KIT,PDGFRB,NOTCH1,CD34,ITGB1,NCAM1,ITGA5,CD44	ENSG00000081237,ENSG00000166825,ENSG00000154096,ENSG00000170017,ENSG00000072274,ENSG00000261371,ENSG00000076706,ENSG00000196549,ENSG00000138448,ENSG00000177455,ENSG00000141736,ENSG00000115232,ENSG00000067182,ENSG00000064300,ENSG00000135318,ENSG00000162692,ENSG00000164305,ENSG00000106991,ENSG00000157404,ENSG00000113721,ENSG00000148400,ENSG00000174059,ENSG00000150093,ENSG00000149294,ENSG00000161638,ENSG00000026508
Homo_sapiens	cartilage tissue(UBERON_0002418)	Stem cell(CL_0000034)	NT5E,POU5F1,MCAM,CD9,THY1,ALCAM,ENG,CD44	ENSG00000135318,ENSG00000204531,ENSG00000076706,ENSG00000010278,ENSG00000154096,ENSG00000170017,ENSG00000106991,ENSG00000026508
Homo_sapiens	colon(UBERON_0001155)	CD4+ T cell(CL_0000624)	CCR6	ENSG00000112486
Homo_sapiens	colon(UBERON_0001155)	Cancer stem cell(None)	CD24,LGR5,NANOG,SOX2,POU5F1,ITGA6,ALCAM,BMI1,DCLK1,PROM1,OLFM4,TNFRSF4,MSI1,ALDH1A1,CEACAM6,EPCAM,NES,CD58,ITGB1,FLOT2,ABCG2,CD44	ENSG00000272398,ENSG00000139292,ENSG00000111704,ENSG00000181449,ENSG00000204531,ENSG00000091409,ENSG00000170017,ENSG00000168283,ENSG00000133083,ENSG00000007062,ENSG00000102837,ENSG00000186827,ENSG00000135097,ENSG00000165092,ENSG00000086548,ENSG00000119888,ENSG00000132688,ENSG00000116815,ENSG00000150093,ENSG00000132589,ENSG00000118777,ENSG00000026508
Homo_sapiens	colon(UBERON_0001155)	Colonic stem cell(CL_0000034)	PTK7	ENSG00000112655
Homo_sapiens	colon(UBERON_0001155)	Colorectal stem cell(CL_0000034)	LGR5,MSI1,ITGB1,DCLK1,ALDH1A1	ENSG00000139292,ENSG00000135097,ENSG00000150093,ENSG00000133083,ENSG00000165092
Homo_sapiens	colon(UBERON_0001155)	DCLK1+ progenitor cell(None)	GBP1,MYC,CPZ,LOX,MRC2,SPON2,C1S,HAPLN3,MATN2,PRICKLE1,TMEM59L,C3,GFRA2,SVEP1,TTYH2,VCAM1,AZIN2,IFI6,ASPN,FNDC1,IFIT2,THBS2,RERG,TNFAIP6,COL5A2,C1QTNF6,FZD1,CCL2,ADAMTS1,RCN3,MMP2,C7,NNMT,C1R,NGFR,DPT,TPST1,DCN,GSTM5,LUM,BASP1,ADAMTS2,MX1,CSF1,COL5A1,PHC1,SRPX,PCOLCE,SPON1,BOC,ADAMTS4,MAPK10,COL8A1,ISLR,FAM126A,PIEZO2,CCDC80,LPAR1,SFRP1,CPXM1,QSER1,IFIT3,PDGFRL,MGP,COL1A1,SERPING1,COL3A1,COL1A2,PLAGL1,CLEC11A,PDPN,C1QTNF3,VASN,VCAN,LRRC17,FBLN1,LAMA2,ICAM1,COL6A6,SFRP2,SPTLC3,SCUBE2,CERCAM,OLFML1,GPC6,COLEC12,HTRA1,COL14A1,SPARC,COL16A1,SERPINF1,CLDN11,SCN7A,OGN,ZNF469,PAMR1,CYBRD1,CTHRC1	ENSG00000117228,ENSG00000136997,ENSG00000109625,ENSG00000113083,ENSG00000011028,ENSG00000159674,ENSG00000182326,ENSG00000140511,ENSG00000132561,ENSG00000139174,ENSG00000105696,ENSG00000125730,ENSG00000168546,ENSG00000165124,ENSG00000141540,ENSG00000162692,ENSG00000142920,ENSG00000126709,ENSG00000106819,ENSG00000164694,ENSG00000119922,ENSG00000186340,ENSG00000134533,ENSG00000123610,ENSG00000204262,ENSG00000133466,ENSG00000157240,ENSG00000108691,ENSG00000154734,ENSG00000142552,ENSG00000087245,ENSG00000112936,ENSG00000166741,ENSG00000159403,ENSG00000064300,ENSG00000143196,ENSG00000169902,ENSG00000011465,ENSG00000134201,ENSG00000139329,ENSG00000176788,ENSG00000087116,ENSG00000157601,ENSG00000184371,ENSG00000130635,ENSG00000111752,ENSG00000101955,ENSG00000106333,ENSG00000262655,ENSG00000144857,ENSG00000158859,ENSG00000109339,ENSG00000144810,ENSG00000129009,ENSG00000122591,ENSG00000154864,ENSG00000091986,ENSG00000198121,ENSG00000104332,ENSG00000088882,ENSG00000060749,ENSG00000119917,ENSG00000104213,ENSG00000111341,ENSG00000108821,ENSG00000149131,ENSG00000168542,ENSG00000164692,ENSG00000118495,ENSG00000105472,ENSG00000162493,ENSG00000082196,ENSG00000168140,ENSG00000038427,ENSG00000128606,ENSG00000077942,ENSG00000196569,ENSG00000090339,ENSG00000206384,ENSG00000145423,ENSG00000172296,ENSG00000175356,ENSG00000167123,ENSG00000183801,ENSG00000183098,ENSG00000158270,ENSG00000166033,ENSG00000187955,ENSG00000113140,ENSG00000084636,ENSG00000132386,ENSG00000013297,ENSG00000136546,ENSG00000106809,ENSG00000225614,ENSG00000149090,ENSG00000071967,ENSG00000164932
Homo_sapiens	colon(UBERON_0001155)	Enterocyte(CL_0000584)	ANPEP,MYO1A,PRSS3,SMIM24,NOXA1,CA7,PRAP1,AOC1,NR1I2,DGAT1,STEAP1,SLC6A19,DPEP1,TONSL,GPANK1,MCF2L2,MAMDC4,MOGAT2,LPAR5,GUCA2A,EFNA2,HTATIP2,GUCA2B,RNPC3,SI,C21orf62,MLXIPL,PARP12,PLS1,EPS8L3,LRRC57,KCNJ5,GSTA1,CDHR5,IGF2BP2,SLC41A2,TMEM45B,LAD1,NR1H4,SLC13A1,CEACAM7,SLC35D2,CYP2W1,MSLN,CYP3A5,CNKSR1,SPIB,CLDN23,NBEAL1,MALL,ZNF264,AQP8,MUC20,SLC15A1,LYPD8,RARRES1	ENSG00000166825,ENSG00000166866,ENSG00000010438,ENSG00000095932,ENSG00000188747,ENSG00000168748,ENSG00000165828,ENSG00000002726,ENSG00000144852,ENSG00000185000,ENSG00000164647,ENSG00000174358,ENSG00000015413,ENSG00000160949,ENSG00000204438,ENSG00000053524,ENSG00000177943,ENSG00000166391,ENSG00000184574,ENSG00000197273,ENSG00000099617,ENSG00000109854,ENSG00000044012,ENSG00000185946,ENSG00000090402,ENSG00000205929,ENSG00000009950,ENSG00000059378,ENSG00000120756,ENSG00000198758,ENSG00000180979,ENSG00000120457,ENSG00000243955,ENSG00000099834,ENSG00000073792,ENSG00000136052,ENSG00000151715,ENSG00000159166,ENSG00000012504,ENSG00000081800,ENSG00000007306,ENSG00000130958,ENSG00000073067,ENSG00000102854,ENSG00000106258,ENSG00000142675,ENSG00000269404,ENSG00000253958,ENSG00000144426,ENSG00000144063,ENSG00000083844,ENSG00000103375,ENSG00000176945,ENSG00000088386,ENSG00000259823,ENSG00000118849
Homo_sapiens	colon(UBERON_0001155)	Enteroendocrine cell(CL_0000164)	ADAMTSL3,FRAS1,MFSD11	ENSG00000156218,ENSG00000138759,ENSG00000092931
Homo_sapiens	colon(UBERON_0001155)	Goblet cell(CL_0000160)	FER1L6,ENTPD8,CAPN8,SLC17A5,ZMYND8,IFI27,PTPRN2,CHGA,SBNO1,CLDN8,PLCD1,TSPAN1,GALNT3,MAP7,SORL1,ATP2C2,MUC5B,B3GNT6,ERN2,MUC4,GPA33,RASEF,DHRS9,HLA-F,SCNN1A,CEACAM6,CEACAM5,LGALS9C,FAM110C,ZG16,SPDEF,UGT2B7,ANO7,SYTL2,OSBPL7,PLEKHA6,SLC37A1,SYT7,BCAS1,MLPH	ENSG00000214814,ENSG00000188833,ENSG00000203697,ENSG00000119899,ENSG00000101040,ENSG00000165949,ENSG00000155093,ENSG00000100604,ENSG00000139697,ENSG00000156284,ENSG00000187091,ENSG00000117472,ENSG00000115339,ENSG00000135525,ENSG00000137642,ENSG00000064270,ENSG00000117983,ENSG00000198488,ENSG00000134398,ENSG00000145113,ENSG00000143167,ENSG00000165105,ENSG00000073737,ENSG00000204642,ENSG00000111319,ENSG00000086548,ENSG00000105388,ENSG00000171916,ENSG00000184731,ENSG00000174992,ENSG00000124664,ENSG00000171234,ENSG00000146205,ENSG00000137501,ENSG00000006025,ENSG00000143850,ENSG00000160190,ENSG00000011347,ENSG00000064787,ENSG00000115648
Homo_sapiens	colon(UBERON_0001155)	Goblet progenitor cell(None)	ICA1,ARL14,REG4,PURA,CHKB,WFDC2,GALNT5,GPRIN2,TSPAN15,ZG16B,NFX1,SPINK4,CHST5,C16orf87,SLC39A7,FOXA3,KIAA1324,ATP6V1H	ENSG00000003147,ENSG00000179674,ENSG00000134193,ENSG00000185129,ENSG00000100288,ENSG00000101443,ENSG00000136542,ENSG00000204175,ENSG00000099282,ENSG00000162078,ENSG00000086102,ENSG00000122711,ENSG00000135702,ENSG00000155330,ENSG00000112473,ENSG00000170608,ENSG00000116299,ENSG00000047249
Homo_sapiens	colon(UBERON_0001155)	Intestinal epithelial stem cell(CL_0000034)	PHLDA1	ENSG00000139289
Homo_sapiens	colon(UBERON_0001155)	Intestinal stem cell(CL_0000034)	CD24,LGR5,ALCAM,DCLK1,CD44	ENSG00000272398,ENSG00000139292,ENSG00000170017,ENSG00000133083,ENSG00000026508
Homo_sapiens	colon(UBERON_0001155)	LGR5+ stem cell(CL_0000034)	LGR5,DDC,CFTR,TAF4B,GPX2,EFNA3,SOX9,CDCA7,DAPK2,PTGDR,CLDN15,CLDN2,HSD17B2,GJB2,LIPG,GDF15,NOX1,F2RL1,SULT1B1,ADH1C,PCSK9,OLFM4,C16orf89,ATP10B,GOLT1A,RGMB,MGST1,MYOM3,PPP1R1B,CHP2,RNF157,LY6G6D,SLPI,ITPKC,SLC38A4,PKP2,SLC27A2,ARSE,ACVR1C,PLAGL2,SFN,ACAD10,PDZD3,HNF1A,ZBED9,LEFTY1,TMEM171,CPA6,C6orf136,GJB1,ZNF296,TSPAN8,CHMP4C,EVPL,PLEKHH1,RNF186	ENSG00000139292,ENSG00000132437,ENSG00000001626,ENSG00000141384,ENSG00000176153,ENSG00000143590,ENSG00000125398,ENSG00000144354,ENSG00000035664,ENSG00000168229,ENSG00000106404,ENSG00000165376,ENSG00000086696,ENSG00000165474,ENSG00000101670,ENSG00000130513,ENSG00000007952,ENSG00000164251,ENSG00000173597,ENSG00000248144,ENSG00000169174,ENSG00000102837,ENSG00000153446,ENSG00000118322,ENSG00000174567,ENSG00000174136,ENSG00000008394,ENSG00000142661,ENSG00000131771,ENSG00000166869,ENSG00000141576,ENSG00000244355,ENSG00000124107,ENSG00000086544,ENSG00000139209,ENSG00000057294,ENSG00000140284,ENSG00000157399,ENSG00000123612,ENSG00000126003,ENSG00000175793,ENSG00000111271,ENSG00000172367,ENSG00000135100,ENSG00000232040,ENSG00000243709,ENSG00000157111,ENSG00000165078,ENSG00000204564,ENSG00000169562,ENSG00000170684,ENSG00000127324,ENSG00000164695,ENSG00000167880,ENSG00000054690,ENSG00000178828
Homo_sapiens	colon(UBERON_0001155)	MKI67+ progenitor cell(None)	HEG1,NUF2,INPP5D,CLEC3B,EBF1,SERPINE2,AURKB,EGFL7,CENPF,JAM2,PHF19,PODXL,CDC20,HMCN1,LRRC32,EMCN,TPX2,TACC3,CALCRL,GIMAP7,APLNR,HIP1,FZD4,KIF20B,UBE2C,HYAL2,DLGAP5,JAG2,PTTG1,NDC80,FOXC1,TSPAN7,GNG11,BIRC5,CDKN3,VWF,TIE1,SOX18,CDH5,RHOH,LDB2,HSPA12B,CASP10,ECSCR,FLT1,HIST1H4C,NCAPD3,NOS3,ROBO4,SHE,CD93,SLCO2A1,PRC1,RAMP3,ENG,ARHGEF6,KDR,CCNB2,RGCC,NRN1,ASPM,RRM2,LMCD1,F2R,PECAM1,ERG,TM4SF1,IQGAP3,CDK1,NRP1,CCNA2,ARHGAP29,PLVAP,MYCT1,LRRC8C,FABP4,CD34,KNSTRN,MKI67,CXorf36,TROAP,GIMAP6,TK1,SEC14L1,CLDN5,TRAIP,ESAM,ARAP3,CENPW,RAMP2,MMRN1,CCNB1,TOP2A,CYYR1,TFPI,CD248,ADGRF5,ACVRL1,MMRN2,UBE2T,PALMD,PTPRB,ANLN,APOLD1,NUSAP1,BGN,MXD3,TAL1,GIMAP4,CLEC14A	ENSG00000173706,ENSG00000143228,ENSG00000168918,ENSG00000163815,ENSG00000164330,ENSG00000135919,ENSG00000178999,ENSG00000172889,ENSG00000117724,ENSG00000154721,ENSG00000119403,ENSG00000128567,ENSG00000117399,ENSG00000143341,ENSG00000137507,ENSG00000164035,ENSG00000088325,ENSG00000013810,ENSG00000064989,ENSG00000179144,ENSG00000134817,ENSG00000127946,ENSG00000174804,ENSG00000138182,ENSG00000175063,ENSG00000068001,ENSG00000126787,ENSG00000184916,ENSG00000164611,ENSG00000080986,ENSG00000054598,ENSG00000156298,ENSG00000127920,ENSG00000089685,ENSG00000100526,ENSG00000110799,ENSG00000066056,ENSG00000203883,ENSG00000179776,ENSG00000168421,ENSG00000169744,ENSG00000132622,ENSG00000003400,ENSG00000249751,ENSG00000102755,ENSG00000197061,ENSG00000151503,ENSG00000164867,ENSG00000154133,ENSG00000169291,ENSG00000125810,ENSG00000174640,ENSG00000198901,ENSG00000122679,ENSG00000106991,ENSG00000129675,ENSG00000128052,ENSG00000157456,ENSG00000102760,ENSG00000124785,ENSG00000066279,ENSG00000171848,ENSG00000071282,ENSG00000181104,ENSG00000261371,ENSG00000157554,ENSG00000169908,ENSG00000183856,ENSG00000170312,ENSG00000099250,ENSG00000145386,ENSG00000137962,ENSG00000130300,ENSG00000120279,ENSG00000171488,ENSG00000170323,ENSG00000174059,ENSG00000128944,ENSG00000148773,ENSG00000147113,ENSG00000135451,ENSG00000133561,ENSG00000167900,ENSG00000129657,ENSG00000184113,ENSG00000183763,ENSG00000149564,ENSG00000120318,ENSG00000203760,ENSG00000131477,ENSG00000138722,ENSG00000134057,ENSG00000131747,ENSG00000166265,ENSG00000003436,ENSG00000174807,ENSG00000069122,ENSG00000139567,ENSG00000173269,ENSG00000077152,ENSG00000099260,ENSG00000127329,ENSG00000011426,ENSG00000178878,ENSG00000137804,ENSG00000182492,ENSG00000213347,ENSG00000162367,ENSG00000133574,ENSG00000176435
Homo_sapiens	colon(UBERON_0001155)	Myeloid dendritic cell(CL_0000782)	CD207,CD1B,CD83,CD40,CD86,LY75,ITGA4,NRP1,CD209,ITGAX,CD1C,CD1A,CD4,CCR7,ADGRE1,PDCD1LG2,ITGAM,CD80	ENSG00000116031,ENSG00000158485,ENSG00000112149,ENSG00000101017,ENSG00000114013,ENSG00000054219,ENSG00000115232,ENSG00000099250,ENSG00000090659,ENSG00000140678,ENSG00000158481,ENSG00000158477,ENSG00000010610,ENSG00000126353,ENSG00000174837,ENSG00000197646,ENSG00000169896,ENSG00000121594
Homo_sapiens	colon(UBERON_0001155)	Natural killer cell(CL_0000623)	NCR1	ENSG00000189430
Homo_sapiens	colon(UBERON_0001155)	PROM1High progenitor cell(None)	CCBE1,ARMC9	ENSG00000183287,ENSG00000135931
Homo_sapiens	colon(UBERON_0001155)	PROM1Low progenitor cell(None)	SGCA,PTGES3L,ALCAM,RAB9B,MEIS3,GJC1,PART1	ENSG00000108823,ENSG00000267060,ENSG00000170017,ENSG00000123570,ENSG00000105419,ENSG00000182963,ENSG00000152931
Homo_sapiens	colon(UBERON_0001155)	Paneth cell(CL_0000510)	MTHFD2,CXCL2,HCAR3,INPP5D,LSP1,BCL2A1,ZNF267,RIPK2,SRGN,KLHDC7B,FCGR1A,NAMPT,PRKCB,CXCR4,HLA-DPA1,ADCY9,CNEP1R1,EYA2,LILRB4,CLEC10A,MAFB,SIGLEC1,SLA,OSM,ICAM4,LCP2,ARRB2,HLA-DRA,IRS2,JMY,HLA-DMA,PRMT9,GM2A,HLA-DQB1,AOAH,CXCL10,CD300A,VAV1,MERTK,FCER1G,MRC1,NFKBIE,APOBEC3A,GATM,CYTH4,GFRA2,LPAR6,THBD,WDFY4,KIAA0930,RSAD2,CSF2RB,SNX10,SFMBT2,IL4I1,CFP,NSMAF,ADCY7,FES,HCLS1,ITGAX,LGMN,NCF1,UAP1L1,RGS19,HCAR2,ACP5,SLCO2B1,CD4,IL1RN,CCDC134,UCP2,HAVCR2,HPGDS,CLEC7A,CORO7,C2,FAM110A,LMO2,NCF2,SGK1,PLA2G7,SLC8B1,STK26,DUSP6,CD48,SNX20,VPS9D1,CMKLR1,CPVL,PTPRC,DNASE1L3,TSPAN33,IPMK,SNN,GPSM3,MS4A6A,EVI2B,HLA-DPB1,HLA-DQA1,CD33,MANBA,PLAU,FERMT3,OGFRL1,ABI3,IGSF6,CXCL16,FCGR2A,LYVE1,RUNX3,C1QB,MS4A7,MCOLN1,NLRP3,IFNGR1,COTL1,WDFY2,PLCB2,GPR137B,GLA,LYZ,ATP6V1B2,HLA-DMB,HMOX1,NR4A3,LPCAT1,CSF3R,IL1R2,PTGS2,PLIN2,SOD2,IKZF1,SLAMF7,PLXNC1,SLC15A3,CYBB,MAF,SAMSN1,TNFAIP2,SLC23A2,CTSL,RNF144B,TLR4,NDST2,IL1A,PIK3AP1,CCL3,TYROBP,ABCG1,RILPL2,TRAF1,IL23A,SPI1,TNFRSF1B,CD53,EBI3,HCK,CHI3L1,METAP1D,CTSC,ODF3B,MMP9,IL10,TNF,DAB2,GMFG,GNPDA1,PTAFR,CREG1,NPL,LCP1,RHBDF2,GNL3,TNFAIP3,ZNF331,TPP1,LILRB1,CD40,WAS,RAP2B,MS4A4A,SLC25A37,ABCA1,TNFSF13B,CD68,FPR1,NINJ1,STX11,FGD2,METRNL,CEBPB,GPR34,NCF4,NCKAP1L,RAC2,MPEG1,DNAJA4,INHBA,CXorf40A,CTSZ,SLC7A5,CD84,CSF1R,HSPA6,GPR65,LILRB5,LIPA,GBP5,STAB1,SLAMF8,TBXAS1,ARHGDIB,RNASE6,PELI1,CXCL8,LAPTM5,PGD,RIC1,BIRC3,BTK,NINJ2,RASSF5,LYPD3,SGPP1,SPPL2A,CD14,CXCL3,IL9,ITGAM,PPIF,CD209,PLEK,C5AR1,FGL2,LAT2,PDE4B,TMEM206,CD83,ATP1B3,C1QC,FMNL1,NAIP,NUFIP1,SECTM1,ADGRG5,CD86,HCST,CCL4,CXCL9,LST1,MFSD1,SLC37A2,ST3GAL5,LILRB2,ACTRT3,C1QA,ITGB2,ARL4C,FAM168A,PTPRE,F13A1,ICAM1,ATP11A,CD37,LYN,FLI1,UVRAG,NFAM1,FCGR3A,PLAUR,CD163L1,CD180,CLEC4G,LY86,DOK2,SIGLEC11,DUSP2,HLA-DRB1,KYNU,WIPF1,CASP1,TFEC,CCR1,TLR2,GPR132,SLC9A9,CLEC2B,AIF1,FAM49A,IFI30,EDEM1,IRF8,SLFN11,PLCG2,DOCK2,SLC1A4,IL1B,RASGEF1B,CD74,PFKFB3,SH2B3,SLC35F6,SPIC,CD163,ATF5,EIF4A3,CR1,NR4A2,ADAP2,CD300E	ENSG00000065911,ENSG00000081041,ENSG00000255398,ENSG00000168918,ENSG00000130592,ENSG00000140379,ENSG00000185947,ENSG00000104312,ENSG00000122862,ENSG00000130487,ENSG00000150337,ENSG00000105835,ENSG00000166501,ENSG00000121966,ENSG00000231389,ENSG00000162104,ENSG00000205423,ENSG00000064655,ENSG00000186818,ENSG00000132514,ENSG00000204103,ENSG00000088827,ENSG00000155926,ENSG00000099985,ENSG00000105371,ENSG00000043462,ENSG00000141480,ENSG00000204287,ENSG00000185950,ENSG00000152409,ENSG00000204257,ENSG00000164169,ENSG00000196743,ENSG00000179344,ENSG00000136250,ENSG00000169245,ENSG00000167851,ENSG00000141968,ENSG00000153208,ENSG00000158869,ENSG00000260314,ENSG00000146232,ENSG00000128383,ENSG00000171766,ENSG00000100055,ENSG00000168546,ENSG00000139679,ENSG00000178726,ENSG00000128815,ENSG00000100364,ENSG00000134321,ENSG00000100368,ENSG00000086300,ENSG00000198879,ENSG00000104951,ENSG00000126759,ENSG00000035681,ENSG00000121281,ENSG00000182511,ENSG00000180353,ENSG00000140678,ENSG00000100600,ENSG00000158517,ENSG00000197355,ENSG00000171700,ENSG00000182782,ENSG00000102575,ENSG00000137491,ENSG00000010610,ENSG00000136689,ENSG00000100147,ENSG00000175567,ENSG00000135077,ENSG00000163106,ENSG00000172243,ENSG00000262246,ENSG00000166278,ENSG00000125898,ENSG00000135363,ENSG00000116701,ENSG00000118515,ENSG00000146070,ENSG00000089060,ENSG00000134602,ENSG00000139318,ENSG00000117091,ENSG00000167208,ENSG00000075399,ENSG00000174600,ENSG00000106066,ENSG00000081237,ENSG00000163687,ENSG00000158457,ENSG00000151151,ENSG00000184602,ENSG00000213654,ENSG00000110077,ENSG00000185862,ENSG00000223865,ENSG00000196735,ENSG00000105383,ENSG00000109323,ENSG00000122861,ENSG00000149781,ENSG00000119900,ENSG00000108798,ENSG00000140749,ENSG00000161921,ENSG00000143226,ENSG00000133800,ENSG00000020633,ENSG00000173369,ENSG00000166927,ENSG00000090674,ENSG00000162711,ENSG00000027697,ENSG00000103187,ENSG00000139668,ENSG00000137841,ENSG00000077585,ENSG00000102393,ENSG00000090382,ENSG00000147416,ENSG00000242574,ENSG00000100292,ENSG00000119508,ENSG00000153395,ENSG00000119535,ENSG00000115590,ENSG00000073756,ENSG00000147872,ENSG00000285441,ENSG00000185811,ENSG00000026751,ENSG00000136040,ENSG00000110446,ENSG00000165168,ENSG00000178573,ENSG00000155307,ENSG00000185215,ENSG00000089057,ENSG00000135047,ENSG00000137393,ENSG00000136869,ENSG00000166507,ENSG00000115008,ENSG00000155629,ENSG00000277632,ENSG00000011600,ENSG00000160179,ENSG00000150977,ENSG00000056558,ENSG00000110944,ENSG00000066336,ENSG00000028137,ENSG00000143119,ENSG00000105246,ENSG00000101336,ENSG00000133048,ENSG00000172878,ENSG00000109861,ENSG00000177989,ENSG00000100985,ENSG00000136634,ENSG00000232810,ENSG00000153071,ENSG00000130755,ENSG00000113552,ENSG00000169403,ENSG00000143162,ENSG00000135838,ENSG00000136167,ENSG00000129667,ENSG00000163938,ENSG00000118503,ENSG00000130844,ENSG00000166340,ENSG00000104972,ENSG00000101017,ENSG00000015285,ENSG00000181467,ENSG00000110079,ENSG00000147454,ENSG00000165029,ENSG00000102524,ENSG00000129226,ENSG00000171051,ENSG00000131669,ENSG00000135604,ENSG00000146192,ENSG00000176845,ENSG00000172216,ENSG00000171659,ENSG00000100365,ENSG00000123338,ENSG00000128340,ENSG00000197629,ENSG00000140403,ENSG00000122641,ENSG00000197620,ENSG00000101160,ENSG00000103257,ENSG00000066294,ENSG00000182578,ENSG00000173110,ENSG00000140030,ENSG00000105609,ENSG00000107798,ENSG00000154451,ENSG00000010327,ENSG00000158714,ENSG00000059377,ENSG00000111348,ENSG00000169413,ENSG00000197329,ENSG00000169429,ENSG00000162511,ENSG00000142657,ENSG00000107036,ENSG00000023445,ENSG00000010671,ENSG00000171840,ENSG00000266094,ENSG00000124466,ENSG00000126821,ENSG00000138600,ENSG00000170458,ENSG00000163734,ENSG00000145839,ENSG00000169896,ENSG00000108179,ENSG00000090659,ENSG00000115956,ENSG00000197405,ENSG00000127951,ENSG00000086730,ENSG00000184588,ENSG00000065600,ENSG00000112149,ENSG00000069849,ENSG00000159189,ENSG00000184922,ENSG00000249437,ENSG00000083635,ENSG00000141574,ENSG00000159618,ENSG00000114013,ENSG00000126264,ENSG00000275302,ENSG00000138755,ENSG00000204482,ENSG00000118855,ENSG00000134955,ENSG00000115525,ENSG00000131042,ENSG00000184378,ENSG00000173372,ENSG00000160255,ENSG00000188042,ENSG00000054965,ENSG00000132334,ENSG00000124491,ENSG00000090339,ENSG00000068650,ENSG00000104894,ENSG00000254087,ENSG00000151702,ENSG00000198382,ENSG00000235568,ENSG00000203747,ENSG00000011422,ENSG00000177675,ENSG00000134061,ENSG00000182566,ENSG00000112799,ENSG00000147443,ENSG00000161640,ENSG00000158050,ENSG00000196126,ENSG00000115919,ENSG00000115935,ENSG00000137752,ENSG00000105967,ENSG00000163823,ENSG00000137462,ENSG00000183484,ENSG00000181804,ENSG00000110852,ENSG00000204472,ENSG00000197872,ENSG00000216490,ENSG00000134109,ENSG00000140968,ENSG00000172716,ENSG00000197943,ENSG00000134516,ENSG00000115902,ENSG00000125538,ENSG00000138670,ENSG00000019582,ENSG00000170525,ENSG00000111252,ENSG00000213699,ENSG00000166211,ENSG00000177575,ENSG00000169136,ENSG00000141543,ENSG00000203710,ENSG00000153234,ENSG00000184060,ENSG00000186407
Homo_sapiens	colon(UBERON_0001155)	Regulatory T (Treg) cell(CL_0000815)	FOXP3	ENSG00000049768
Homo_sapiens	colon(UBERON_0001155)	Secretory progenitor cell(None)	TYMP,MECOM,FAN1,SFXN1,APOE,NRIP2,STAB1,PJA1,SYNE1,MBTPS1,L3MBTL2,ARHGAP4,PLXND1,C1orf174,ITGAX,YARS	ENSG00000025708,ENSG00000085276,ENSG00000198690,ENSG00000164466,ENSG00000130203,ENSG00000053702,ENSG00000010327,ENSG00000181191,ENSG00000131018,ENSG00000140943,ENSG00000100395,ENSG00000089820,ENSG00000004399,ENSG00000198912,ENSG00000140678,ENSG00000134684
Homo_sapiens	colon(UBERON_0001155)	Stem cell(CL_0000034)	PROM1,BMI1,ALCAM	ENSG00000007062,ENSG00000168283,ENSG00000170017
Homo_sapiens	colon(UBERON_0001155)	T cell(CL_0000084)	CD3G,CD3E,CD3D	ENSG00000160654,ENSG00000198851,ENSG00000167286
Homo_sapiens	colon(UBERON_0001155)	Tumor endothelial cell(CL_0000115)	SBSN	ENSG00000189001
